source_relative_path	repository_path	category	legacy_pre_git	size_bytes	sha256
processing_03_direct_contact_qualification/scripts/processing3_pipeline.py	pipeline/processing_03/scripts/processing3_pipeline.py	source	false	40539	c267fa3ad9aa7ae53c73cf729a77d6519cee483cf53c4aca89c553accd0c0a04
processing_03_direct_contact_qualification/tests/test_processing3_semantics.py	pipeline/processing_03/tests/test_processing3_semantics.py	source	false	1869	0d60a4fbf35fcd5e2f2eed84cc3ad523f4b62473822bc3ef3413562c888dd728
processing_04_docking_ready_case_construction/README.md	pipeline/processing_04/README.md	documentation	false	1285	bae5349dc08ae5610dced7a29d79ac1180fd6ea0fea9e44a5b04379e1854e634
processing_04_docking_ready_case_construction/config/processing4_v1.json	pipeline/processing_04/config/processing4_v1.json	config_or_documentation	false	783	43691c939428c81d0b7a65bc89379f0ff184fd26b849c2fe9167e851dc71d025
processing_04_docking_ready_case_construction/schemas/case_file_contract.json	pipeline/processing_04/schemas/case_file_contract.json	config_or_documentation	false	851	95c486c8e2e504395328d4d938a5a7a98835066ac573483c3b37d7d10c896354
processing_04_docking_ready_case_construction/scripts/processing4_final_rescue_report.py	pipeline/processing_04/scripts/processing4_final_rescue_report.py	source	false	8055	f6ef5ffbfc8aba660b9c4da8d0b961d2d124a0a8157da47520cd5ef1dd4eb35a
processing_04_docking_ready_case_construction/scripts/processing4_pipeline.py	pipeline/processing_04/scripts/processing4_pipeline.py	source	false	36493	ef26d9bcf8f37882075e9c2a0bc1c396d5704baef5ec20efae5665edb04a6006
processing_04_docking_ready_case_construction/scripts/processing4_review_audit_v2.py	pipeline/processing_04/scripts/processing4_review_audit_v2.py	source	false	23555	d4f85b4234c9c77596d446d6ac4e47554501574cefebcec38b4e47447fc7fba3
processing_04_docking_ready_case_construction/scripts/processing4_review_rescue_v1.py	pipeline/processing_04/scripts/processing4_review_rescue_v1.py	source	false	25512	8ac16cea6e42d08ad42811f87eb3530f1f0f6757254483c38f2b433ac54315c8
processing_04_docking_ready_case_construction/scripts/processing4_v101_rescue.py	pipeline/processing_04/scripts/processing4_v101_rescue.py	source	false	30886	0e668d76540abcda349e27621aa0b3404e86767166db93a85afb627ba99505be
